task_row_index,source_no,composition_group,composition_group_rows,outer_split,optuna_validation_fold,material_class,reference,temperature_celsius,chloride_molar,pH,test_method,target_decile,target_mV_SCE_development_only,"Composition, wt.% Fe","Composition, wt.% Cr","Composition, wt.% Ni","Composition, wt.% Mo","Composition, wt.% W","Composition, wt.% Nb","Composition, wt.% Al","Composition, wt.% V","Composition, wt.% Ta","Composition, wt.% Re","Composition, wt.% Ce","Composition, wt.% Ti","Composition, wt.% Co","Composition, wt.% B","Composition, wt.% Mg","Composition, wt.% Y","Composition, wt.% Gd"
523,537,composition_0188,1,development,2,Fe Alloy,65,25,1,,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted on the end of a glass tube. The scratching of the electrode surface resulted in a sharp polarization current ""blip."" The electrode potential was manually adjusted by 20 mV steps to more and more noble potential values, until the scratch failed to repassivate, a failure which was indicated by a gradual current rise after the electrode was scratched. The pit was allowed to develop for 10 min, and then the electrode was examined visually. Only those results were considered to be valid where pits actually developed at the scratched site.",5,208.58,81.3234,17.53,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0
524,538,composition_0189,1,development,4,Fe Alloy,65,25,1,,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted on the end of a glass tube. The scratching of the electrode surface resulted in a sharp polarization current ""blip."" The electrode potential was manually adjusted by 20 mV steps to more and more noble potential values, until the scratch failed to repassivate, a failure which was indicated by a gradual current rise after the electrode was scratched. The pit was allowed to develop for 10 min, and then the electrode was examined visually. Only those results were considered to be valid where pits actually developed at the scratched site.",6,279.88,80.362,17.61,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0
525,539,composition_0190,1,development,1,Fe Alloy,65,25,1,,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted on the end of a glass tube. The scratching of the electrode surface resulted in a sharp polarization current ""blip."" The electrode potential was manually adjusted by 20 mV steps to more and more noble potential values, until the scratch failed to repassivate, a failure which was indicated by a gradual current rise after the electrode was scratched. The pit was allowed to develop for 10 min, and then the electrode was examined visually. Only those results were considered to be valid where pits actually developed at the scratched site.",7,412.85,78.8916,17.58,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0
526,540,composition_0191,1,development,2,Fe Alloy,65,25,1,,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted on the end of a glass tube. The scratching of the electrode surface resulted in a sharp polarization current ""blip."" The electrode potential was manually adjusted by 20 mV steps to more and more noble potential values, until the scratch failed to repassivate, a failure which was indicated by a gradual current rise after the electrode was scratched. The pit was allowed to develop for 10 min, and then the electrode was examined visually. Only those results were considered to be valid where pits actually developed at the scratched site.",8,524.62,77.8623,17.38,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0
527,541,composition_0192,1,development,3,Fe Alloy,68,22,1,7,"To measure the pitting potentials, the potential was stepped upwards by 25 mV every 400 s, beginning at -300 mV(SCE).",2,-75,70.995,18.7,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,542,composition_0193,1,development,3,Fe Alloy,68,22,1,7,"To measure the pitting potentials, the potential was stepped upwards by 25 mV every 400 s, beginning at -300 mV(SCE).",3,50,69.695,16.6,11,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
529,543,composition_0029,5,final_test,,Fe Alloy,73,,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",3,,68.534,16.3,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,544,composition_0030,4,development,4,Fe Alloy,73,,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",5,210,66.475,16.3,14,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0
531,545,composition_0031,4,development,5,Fe Alloy,73,,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",6,300,63.874,16.5,14.1,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0
532,546,composition_0029,5,final_test,,Fe Alloy,73,60,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",3,,68.534,16.3,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,547,composition_0029,5,final_test,,Fe Alloy,73,60,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",4,,68.534,16.3,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,548,composition_0029,5,final_test,,Fe Alloy,73,60,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",5,,68.534,16.3,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,549,composition_0194,1,final_test,,Fe Alloy,67,,0.0055,4,"Potentiodynamic Polarization - the sample was stabilized in the electrolyte, which was sparged continuously with oxygen (O2), until the potential change was < 1 mV/min, and this potential was considered as the OCP. Then, the sample was scanned potentiodynamically at a rate of 600 mV/h to a potential corresponding to a current density of 10–3 A/cm2 and then scan direction was reversed.",3,,72,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
536,550,composition_0195,1,development,5,Fe Alloy,67,,0.0055,4,"Potentiodynamic Polarization - the sample was stabilized in the electrolyte, which was sparged continuously with oxygen (O2), until the potential change was < 1 mV/min, and this potential was considered as the OCP. Then, the sample was scanned potentiodynamically at a rate of 600 mV/h to a potential corresponding to a current density of 10–3 A/cm2 and then scan direction was reversed.",4,176,70,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
537,551,composition_0196,3,development,1,Fe Alloy,67,,0.0055,4,"Potentiodynamic Polarization - the sample was stabilized in the electrolyte, which was sparged continuously with oxygen (O2), until the potential change was < 1 mV/min, and this potential was considered as the OCP. Then, the sample was scanned potentiodynamically at a rate of 600 mV/h to a potential corresponding to a current density of 10–3 A/cm2 and then scan direction was reversed.",6,277,68,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
538,552,composition_0197,1,development,4,Fe Alloy,67,,0.0055,4,"Potentiodynamic Polarization - the sample was stabilized in the electrolyte, which was sparged continuously with oxygen (O2), until the potential change was < 1 mV/min, and this potential was considered as the OCP. Then, the sample was scanned potentiodynamically at a rate of 600 mV/h to a potential corresponding to a current density of 10–3 A/cm2 and then scan direction was reversed.",7,380,66,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
539,553,composition_0198,1,development,4,Fe Alloy,67,,0.0055,4,"Potentiodynamic Polarization - the sample was stabilized in the electrolyte, which was sparged continuously with oxygen (O2), until the potential change was < 1 mV/min, and this potential was considered as the OCP. Then, the sample was scanned potentiodynamically at a rate of 600 mV/h to a potential corresponding to a current density of 10–3 A/cm2 and then scan direction was reversed.",5,256,67.95,2,0,2,0,0,28,0,0,0,0,0,0,0.05,0,0,0
540,554,composition_0199,1,development,3,Fe Alloy,67,,0.0055,4,"Potentiodynamic Polarization - the sample was stabilized in the electrolyte, which was sparged continuously with oxygen (O2), until the potential change was < 1 mV/min, and this potential was considered as the OCP. Then, the sample was scanned potentiodynamically at a rate of 600 mV/h to a potential corresponding to a current density of 10–3 A/cm2 and then scan direction was reversed.",5,206,68.95,2,0,1,0,0,28,0,0,0,0,0,0,0.05,0,0,0
541,555,composition_0196,3,development,1,Fe Alloy,67,,0.0055,4,"Potentiodynamic Polarization - the sample was stabilized in the electrolyte, which was sparged continuously with oxygen (O2), until the potential change was < 1 mV/min, and this potential was considered as the OCP. Then, the sample was scanned potentiodynamically at a rate of 600 mV/h to a potential corresponding to a current density of 10–3 A/cm2 and then scan direction was reversed.",5,236,67.5,4,0,0.5,0,0,28,0,0,0,0,0,0,0,0,0,0
542,556,composition_0196,3,development,1,Fe Alloy,67,,0.0055,4,"Potentiodynamic Polarization - the sample was stabilized in the electrolyte, which was sparged continuously with oxygen (O2), until the potential change was < 1 mV/min, and this potential was considered as the OCP. Then, the sample was scanned potentiodynamically at a rate of 600 mV/h to a potential corresponding to a current density of 10–3 A/cm2 and then scan direction was reversed.",6,296,67,4,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0
543,557,composition_0200,1,development,5,Fe Alloy,67,,0.0055,4,"Potentiodynamic Polarization - the sample was stabilized in the electrolyte, which was sparged continuously with oxygen (O2), until the potential change was < 1 mV/min, and this potential was considered as the OCP. Then, the sample was scanned potentiodynamically at a rate of 600 mV/h to a potential corresponding to a current density of 10–3 A/cm2 and then scan direction was reversed.",7,336,66,4,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0
544,558,composition_0201,1,development,1,Fe Alloy,74,80,8,,"Potentiodynamic Polarization(Anodic polarization was applied to the working electrode after a stable corrosion potential had been achieved; this usually took about 2 h after immersion in the solution. As a measure of the resistance to pitting corrosion, the pitting potentials for the alloys were determined from the anodic polarization curve by the potential at which the anodic current density reached a value of 10 uA/cm2 after film breakdown.",1,-560,70.5249,28.93,0,0.012,0.011,0.11,0,0,0,0,0,0,0,0,0,0,0
545,559,composition_0202,1,development,4,Fe Alloy,74,80,8,,"Potentiodynamic Polarization(Anodic polarization was applied to the working electrode after a stable corrosion potential had been achieved; this usually took about 2 h after immersion in the solution. As a measure of the resistance to pitting corrosion, the pitting potentials for the alloys were determined from the anodic polarization curve by the potential at which the anodic current density reached a value of 10 uA/cm2 after film breakdown.",1,-500,69.4652,28.89,0,0.011,1.08,0.13,0,0,0,0,0,0,0,0,0,0,0
546,560,composition_0203,1,development,4,Fe Alloy,74,80,8,,"Potentiodynamic Polarization(Anodic polarization was applied to the working electrode after a stable corrosion potential had been achieved; this usually took about 2 h after immersion in the solution. As a measure of the resistance to pitting corrosion, the pitting potentials for the alloys were determined from the anodic polarization curve by the potential at which the anodic current density reached a value of 10 uA/cm2 after film breakdown.",1,-480,68.5043,28.88,0,0.011,2.08,0.1,0,0,0,0,0,0,0,0,0,0,0
547,561,composition_0204,1,final_test,,Fe Alloy,74,80,8,,"Potentiodynamic Polarization(Anodic polarization was applied to the working electrode after a stable corrosion potential had been achieved; this usually took about 2 h after immersion in the solution. As a measure of the resistance to pitting corrosion, the pitting potentials for the alloys were determined from the anodic polarization curve by the potential at which the anodic current density reached a value of 10 uA/cm2 after film breakdown.",3,,66.4736,28.85,0,0.01,4.1,0.12,0,0,0,0,0,0,0,0,0,0,0
548,562,composition_0205,1,development,2,Fe Alloy,74,80,8,,"Potentiodynamic Polarization(Anodic polarization was applied to the working electrode after a stable corrosion potential had been achieved; this usually took about 2 h after immersion in the solution. As a measure of the resistance to pitting corrosion, the pitting potentials for the alloys were determined from the anodic polarization curve by the potential at which the anodic current density reached a value of 10 uA/cm2 after film breakdown.",5,199,62.4719,28.78,0,0.01,8.17,0.1,0,0,0,0,0,0,0,0,0,0,0
549,563,composition_0206,1,development,3,Fe Alloy,74,80,8,,"Potentiodynamic Polarization(Anodic polarization was applied to the working electrode after a stable corrosion potential had been achieved; this usually took about 2 h after immersion in the solution. As a measure of the resistance to pitting corrosion, the pitting potentials for the alloys were determined from the anodic polarization curve by the potential at which the anodic current density reached a value of 10 uA/cm2 after film breakdown.",2,-161,69.4473,28.97,0,1.04,0.01,0.11,0,0,0,0,0,0,0,0,0,0,0
550,564,composition_0207,1,development,5,Fe Alloy,74,80,8,,"Potentiodynamic Polarization(Anodic polarization was applied to the working electrode after a stable corrosion potential had been achieved; this usually took about 2 h after immersion in the solution. As a measure of the resistance to pitting corrosion, the pitting potentials for the alloys were determined from the anodic polarization curve by the potential at which the anodic current density reached a value of 10 uA/cm2 after film breakdown.",3,8,68.3564,29.06,0,2.07,0.01,0.09,0,0,0,0,0,0,0,0,0,0,0
551,565,composition_0208,1,development,5,Fe Alloy,74,80,8,,"Potentiodynamic Polarization(Anodic polarization was applied to the working electrode after a stable corrosion potential had been achieved; this usually took about 2 h after immersion in the solution. As a measure of the resistance to pitting corrosion, the pitting potentials for the alloys were determined from the anodic polarization curve by the potential at which the anodic current density reached a value of 10 uA/cm2 after film breakdown.",7,344,66.1551,29.1,0,4.19,0.011,0.1,0,0,0,0,0,0,0,0,0,0,0
552,566,composition_0209,2,final_test,,Fe Alloy,64,25,0.6,,"Potentiostatically-controlled anodic Polarization, test solution deaerated with N2",7,,72.49,17,8.1,0.17,0,0,0,0,0,0,0,0.12,0.16,0,0,0,0
553,567,composition_0209,2,final_test,,Fe Alloy,64,25,0.6,,"Potentiostatically-controlled anodic Polarization, test solution deaerated with N2",7,,72.49,17,8.1,0.17,0,0,0,0,0,0,0,0.12,0.16,0,0,0,0
554,568,composition_0210,1,development,5,Fe Alloy,77,25,1,0,Potentiodynamic polarization. All studies were carried out with rotating disk electrodes of 0.1 cm2 (diameter 0.357 cm) insulated with a PTFE shrinkable tubing. Experiments were performed at 6000 rpm (in part at 600 rpm) in 1 M HCI at 25°C under a nitrogen atmosphere.,9,601,76.765,12.2,0,11,0.02,0,0,0,0,0,0,0,0,0,0,0,0
555,569,composition_0211,1,development,5,Fe Alloy,77,25,1,0,Potentiodynamic polarization. All studies were carried out with rotating disk electrodes of 0.1 cm2 (diameter 0.357 cm) insulated with a PTFE shrinkable tubing. Experiments were performed at 6000 rpm (in part at 600 rpm) in 1 M HCI at 25°C under a nitrogen atmosphere.,2,-205,67.565,13.9,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0
556,570,composition_0212,1,development,5,Fe Alloy,77,25,1,0,Potentiodynamic polarization. All studies were carried out with rotating disk electrodes of 0.1 cm2 (diameter 0.357 cm) insulated with a PTFE shrinkable tubing. Experiments were performed at 6000 rpm (in part at 600 rpm) in 1 M HCI at 25°C under a nitrogen atmosphere.,7,341,79.642,13.9,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0
557,571,composition_0213,1,development,5,Fe Alloy,77,25,1,0,Potentiodynamic polarization. All studies were carried out with rotating disk electrodes of 0.1 cm2 (diameter 0.357 cm) insulated with a PTFE shrinkable tubing. Experiments were performed at 6000 rpm (in part at 600 rpm) in 1 M HCI at 25°C under a nitrogen atmosphere.,5,229,83.58,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,572,composition_0214,1,development,1,Fe Alloy,78,80,4,7,"Anodic Polarization - Anodic polarization tests performed in deaerated 4 M sodium chloride (NaCl) solution at 80°C. The electrochemical cell for the test consisted of a 1-L multineck flask, as specified in ASTM G 5 with a platinum counter electrode and a saturated calomel electrode (SCE) positioned in a salt bridge with a high-silica tip.",9,609,65.398,25.26,6.39,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0
559,573,composition_0215,1,development,4,Fe Alloy,78,80,4,7,"Anodic Polarization - Anodic polarization tests performed in deaerated 4 M sodium chloride (NaCl) solution at 80°C. The electrochemical cell for the test consisted of a 1-L multineck flask, as specified in ASTM G 5 with a platinum counter electrode and a saturated calomel electrode (SCE) positioned in a salt bridge with a high-silica tip.",9,758,63.15,25.29,6.89,1.55,2.86,0,0,0,0,0,0,0,0,0,0,0,0
560,574,composition_0216,1,development,5,Fe Alloy,78,80,4,7,"Anodic Polarization - Anodic polarization tests performed in deaerated 4 M sodium chloride (NaCl) solution at 80°C. The electrochemical cell for the test consisted of a 1-L multineck flask, as specified in ASTM G 5 with a platinum counter electrode and a saturated calomel electrode (SCE) positioned in a salt bridge with a high-silica tip.",8,515,63.059,25.7,7,1.94,2.05,0,0,0,0,0,0,0,0,0,0,0,0
561,575,composition_0217,1,development,2,HEA,17,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",2,-130,21.7,20.2,0,0,0,0,10.5,0,0,0,0,0,22.9,0,0,0,0
562,576,composition_0218,1,development,1,HEA,17,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",6,263,8,0,4,0,0,0,28,11,0,0,0,49,0,0,0,0,0
563,577,composition_0219,1,development,2,HEA,17,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",3,11,0,25,0,0,0,0,13,25,0,0,0,23,0,0,0,0,0
564,578,composition_0220,1,development,4,HEA,17,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",4,164,22,21,24,0,0,0,9,0,0,0,0,0,24,0,0,0,0
565,579,composition_0221,3,development,4,HEA,17,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",3,-8,25,23,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0
566,580,composition_0222,1,development,1,HEA,17,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",10,1040,23,21,24,0,0,0,0,0,0,0,0,8,24,0,0,0,0
567,581,composition_0223,1,final_test,,HEA,19,25,0.6128,7,Potentiodynamic Polarization in a three electrode flat cell,6,,24.58,25.12,25.92,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0
568,582,composition_0224,1,development,4,HEA,19,25,0.6128,7,Potentiodynamic Polarization in a three electrode flat cell,3,90,20.47,16.48,25.48,0,0,0,0,0,0,0,0,0,23.99,0,0,0,0
569,583,composition_0225,1,development,4,HEA,19,25,0.6128,7,Potentiodynamic Polarization in a three electrode flat cell,3,80,18.78,16.25,21.78,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0
570,584,composition_0226,2,development,2,HEA,20,25,0.1,7,Potentiodynamic Polarization in a three electrode flat cell until 100mA or 1.241 VSCE,8,580,17.87,16.65,18.79,0,0,0,8.63,0,0,0,0,0,18.86,0,0,0,0
571,585,composition_0226,2,development,2,HEA,20,25,1,7,Potentiodynamic Polarization in a three electrode flat cell until 100mA or 1.241 VSCE,2,-250,17.87,16.65,18.79,0,0,0,8.63,0,0,0,0,0,18.86,0,0,0,0
572,586,composition_0227,7,development,3,HEA,22,25,0.6128,7,Potentiodynamic Polarization,4,130,23.4,21.8,24.6,0,0,0,5.6,0,0,0,0,0,24.7,0,0,0,0
573,587,composition_0227,7,development,3,HEA,22,25,0.6128,7,Potentiodynamic Polarization,4,180,23.4,21.8,24.6,0,0,0,5.6,0,0,0,0,0,24.7,0,0,0,0
574,588,composition_0227,7,development,3,HEA,22,25,0.6128,7,Potentiodynamic Polarization,6,280,23.4,21.8,24.6,0,0,0,5.6,0,0,0,0,0,24.7,0,0,0,0
575,589,composition_0227,7,development,3,HEA,22,25,0.6128,7,Potentiodynamic Polarization,9,710,23.4,21.8,24.6,0,0,0,5.6,0,0,0,0,0,24.7,0,0,0,0
576,590,composition_0227,7,development,3,HEA,22,25,0.6128,7,Potentiodynamic Polarization,4,140,23.4,21.8,24.6,0,0,0,5.6,0,0,0,0,0,24.7,0,0,0,0
577,591,composition_0227,7,development,3,HEA,22,25,0.6128,7,Potentiodynamic Polarization,4,180,23.4,21.8,24.6,0,0,0,5.6,0,0,0,0,0,24.7,0,0,0,0
578,592,composition_0228,1,development,1,HEA,25,25,0.0182,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",1,-602,31,0,33,0,0,0,14,0,0,0,0,0,0,6,0,0,0
579,593,composition_0229,1,development,1,HEA,26,25,0,0,"Potentiodynamic Polarization in a the electrode flat cell, prior to swwep help at OCP then cathodically polarizes for 300s to remove surface films",10,931,38.03,23.63,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,594,composition_0230,1,final_test,,HEA,26,25,0,0,"Potentiodynamic Polarization in a the electrode flat cell, prior to swwep help at OCP then cathodically polarizes for 300s to remove surface films",10,,36.68,22.79,12.86,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0
581,595,composition_0221,3,development,4,HEA,27,25,0.1,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",9,805,25,23,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0
582,596,composition_0221,3,development,4,HEA,27,25,0.1,1,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",5,246,25,23,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0
583,597,composition_0231,1,final_test,,HEA,28,25,0.6128,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",9,,23.9,22.3,25.1,0,0,0,3.5,0,0,0,0,0,25.2,0,0,0,0
584,598,composition_0227,7,development,3,HEA,28,25,0.6128,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",8,496,23.4,21.8,24.6,0,0,0,5.6,0,0,0,0,0,24.7,0,0,0,0
585,599,composition_0232,1,final_test,,HEA,28,25,0.6128,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",5,,22.9,21.3,24,0,0,0,7.7,0,0,0,0,0,24.1,0,0,0,0
586,600,composition_0233,1,development,1,HEA,29,25,0.6128,7,Potentiodynamic Polarization in a three electrode flat cell,6,320,19.98,18.4,40.84,0,0,0,0,0,0,0,0,0,20.67,0,0,0,0
587,601,composition_0234,1,final_test,,HEA,29,25,0.6128,7,Potentiodynamic Polarization in a three electrode flat cell,10,,18.46,16.95,37.81,7.64,0,0,0,0,0,0,0,0,18.99,0,0,0,0
588,602,composition_0235,4,final_test,,NiCrMo Alloy,44,45,0.5,7,Potentiostatic Polarization,6,,0,13.31,81.45,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0
589,603,composition_0236,4,development,3,NiCrMo Alloy,44,45,0.5,7,Potentiostatic Polarization,8,576.8,0,20.53,74.55,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0
590,606,composition_0237,4,development,4,NiCrMo Alloy,44,45,0.5,7,Potentiostatic Polarization,8,576.8,0,16.75,73.56,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0
591,607,composition_0238,4,development,3,NiCrMo Alloy,44,45,0.5,7,Potentiostatic Polarization,8,567.8,0,32.02,62.82,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0
592,609,composition_0239,4,development,1,NiCrMo Alloy,44,45,0.5,7,Potentiostatic Polarization,8,531.8,0,13.98,74.36,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0
593,610,composition_0240,4,development,2,NiCrMo Alloy,44,45,0.5,7,Potentiostatic Polarization,8,536.3,0,10.53,74.44,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0
594,611,composition_0241,4,final_test,,NiCrMo Alloy,44,45,0.5,7,Potentiostatic Polarization,8,,0,13.06,72.04,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0
595,621,composition_0242,2,development,3,NiCrMo Alloy,44,45,0.5,7,Potentiostatic Polarization,8,527.3,0,26.34,54.35,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0
596,625,composition_0235,4,final_test,,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,6,,0,13.31,81.45,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0
597,626,composition_0236,4,development,3,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,7,445.3,0,20.53,74.55,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0
598,627,composition_0243,3,development,4,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,8,477.5,0,16.95,74.64,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0
599,628,composition_0244,3,development,1,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,8,554.7,0,28.67,65.94,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0
600,629,composition_0237,4,development,4,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,8,496.8,0,16.75,73.56,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0
601,630,composition_0238,4,development,3,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,7,348.9,0,32.02,62.82,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0
602,631,composition_0245,1,development,4,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,8,580.4,0,26.63,66.5,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0
603,632,composition_0239,4,development,1,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,7,438.9,0,13.98,74.36,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0
604,633,composition_0240,4,development,2,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,7,368.2,0,10.53,74.44,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0
605,634,composition_0241,4,final_test,,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,8,,0,13.06,72.04,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0
606,637,composition_0246,3,development,2,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,8,503.2,0,18.3,66.67,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0
607,641,composition_0247,3,development,5,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,8,561.1,0,9.52,69.41,21.07,0,0,0,0,0,0,0,0,0,0,0,0,0
608,646,composition_0248,3,development,1,NiCrMo Alloy,44,60,0.5,7,Potentiostatic Polarization,8,561.1,0,19.04,57.97,22.98,0,0,0,0,0,0,0,0,0,0,0,0,0
609,648,composition_0235,4,final_test,,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,5,,0,13.31,81.45,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0
610,649,composition_0236,4,development,3,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,8,541.8,0,20.53,74.55,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0
611,650,composition_0243,3,development,4,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,5,228.3,0,16.95,74.64,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0
612,651,composition_0244,3,development,1,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,8,561.1,0,28.67,65.94,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0
613,652,composition_0237,4,development,4,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,7,368.2,0,16.75,73.56,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0
614,653,composition_0238,4,development,3,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,7,411.6,0,32.02,62.82,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0
